,Unnamed: 0,age_certification,description,genres,id,imdb_id,imdb_score,imdb_votes,production_countries,release_year,runtime,seasons,title,tmdb_id,tmdb_popularity,tmdb_score,type,budget,revenue,winst
4077,4303,,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.","['comedy', 'family', 'romance', 'drama']",tm854454,tt11531530,6.9,2803.0,['IN'],2020,145,,Varane Avashyamund,659731,3.258,7.0,MOVIE,587640.0,4139731.0,3552091.0
4078,4303,,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.","['comedy', 'family', 'romance', 'drama']",tm854454,tt11531530,6.9,2803.0,['IN'],2020,145,,Varane Avashyamund,659731,3.258,7.0,MOVIE,587640.0,4139731.0,3552091.0
4107,4726,R,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,"['comedy', 'drama', 'scifi']",tm856378,tt11286314,7.2,515337.0,['US'],2021,138,,Don't Look Up,646380,120.874,7.208,MOVIE,75000000.0,791863.0,-74208137.0
4135,270,,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.","['comedy', 'romance', 'drama']",tm85811,tt0265208,6.7,223380.0,['US'],2004,110,,The Girl Next Door,10591,37.315,6.7,MOVIE,21000000.0,31635150.0,10635150.0
4149,410,R,"Bombs tear through Bombay, wreaking havoc and polarising the citizens. With perpetrators at large, the state launches a massive drive to unmask the truth behind these events.","['crime', 'history', 'action', 'drama']",tm86051,tt0400234,8.4,20768.0,['IN'],2004,161,,Black Friday,28740,5.753,7.4,MOVIE,700000.0,1100000.0,400000.0
4154,337,,"Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.","['comedy', 'romance']",tm86189,tt0452625,5.6,90212.0,"['US', 'CA']",2007,101,,Good Luck Chuck,10030,30.423,5.9,MOVIE,25000000.0,59192128.0,34192128.0
4182,359,R,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.","['romance', 'comedy']",tm86924,tt0367085,4.5,23048.0,['US'],2004,86,,Soul Plane,12657,21.864,5.3,MOVIE,16000000.0,14822346.0,-1177654.0
4218,312,PG-13,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.","['comedy', 'drama', 'romance']",tm88045,tt1341188,5.4,50383.0,['US'],2010,121,,How Do You Know,42888,9.889,5.251,MOVIE,120000000.0,48668907.0,-71331093.0
4253,241,PG-13,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.","['horror', 'thriller']",tm88465,tt1591095,6.8,303820.0,"['CA', 'US']",2010,103,,Insidious,49018,99.129,6.929,MOVIE,1500000.0,97009150.0,95509150.0
4297,282,R,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",['comedy'],tm89036,tt0366551,7.0,194695.0,['US'],2004,83,,Harold & Kumar Go to White Castle,11282,15.026,6.5,MOVIE,9000000.0,23936908.0,14936908.0
4327,251,PG-13,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.","['drama', 'comedy', 'romance']",tm89677,tt0362227,7.4,441752.0,['US'],2004,128,,The Terminal,594,21.384,7.3,MOVIE,60000000.0,219417255.0,159417255.0
4328,342,PG,"Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all.","['comedy', 'crime', 'family', 'romance']",tm89684,tt0363282,4.9,23476.0,['US'],2004,87,,New York Minute,11025,11.818,6.2,MOVIE,30000000.0,21289826.0,-8710174.0
4335,3516,G,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.","['animation', 'family']",tm897732,tt19363230,5.8,2723.0,"['BE', 'FR']",2020,97,,Bigfoot Family,702525,12.91,7.1,MOVIE,17520000.0,10855626.0,-6664374.0
4371,323,R,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.","['comedy', 'drama']",tm90864,tt1231583,6.5,341390.0,['US'],2010,95,,Due Date,41733,36.06,6.3,MOVIE,65000000.0,211780824.0,146780824.0
4392,491,PG,"Simran loves love stories, with her ideal job and perfect boyfriend, she lives a blissful and dreamy life. However, things are rudely interrupted by Jay's cynicism on sentimentality.","['comedy', 'drama', 'romance']",tm91323,tt1667838,5.6,8042.0,['IN'],2010,129,,I Hate Luv Storys,40777,6.801,5.9,MOVIE,4400000.0,12000000.0,7600000.0
4398,3127,R,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.","['history', 'action', 'war', 'drama']",tm916405,tt3833480,6.8,32952.0,"['BG', 'US']",2020,123,,The Outpost,531876,31.294,6.9,MOVIE,18000000.0,2133452.0,-15866548.0
4431,221,PG-13,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",['comedy'],tm91952,tt0377092,7.1,375975.0,"['CA', 'US']",2004,97,,Mean Girls,10625,57.235,7.2,MOVIE,17000000.0,129042871.0,112042871.0
4461,3297,R,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.","['action', 'scifi', 'fantasy', 'thriller', 'comedy']",tm925486,tt9624766,2.9,8693.0,"['US', 'CY']",2020,102,,Jiu Jitsu,590706,96.709,5.0,MOVIE,23000000.0,99924.0,-22900076.0
4470,237,PG-13,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","['action', 'scifi', 'music', 'thriller']",tm92641,tt1375666,8.8,2294231.0,"['US', 'GB']",2010,148,,Inception,27205,108.284,8.4,MOVIE,160000000.0,825532764.0,665532764.0
4492,478,PG,"Michael, Arjun and Lallan, three men from three different strata of society, cross paths one morning in Calcutta and change one another's lives forever.","['crime', 'action', 'drama', 'thriller']",tm93004,tt0382383,7.3,8929.0,['IN'],2004,161,,Yuva,43410,3.893,6.4,MOVIE,4600000.0,6700000.0,2100000.0
4493,269,PG-13,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","['comedy', 'drama', 'european']",tm93055,tt1375670,5.9,249934.0,['US'],2010,102,,Grown Ups,38365,98.37,6.333,MOVIE,80000000.0,271430189.0,191430189.0
4573,5275,,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.","['drama', 'family', 'european']",tm945448,tt10945274,6.4,1900.0,['FR'],2021,84,,Vicky and Her Mystery,754067,75.025,7.2,MOVIE,6500000.0,4181043.0,-2318957.0
4577,302,R,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,"['drama', 'horror', 'thriller', 'fantasy', 'european']",tm94606,tt1228987,7.1,121008.0,"['GB', 'US']",2010,116,,Let Me In,41402,22.791,6.8,MOVIE,20000000.0,24145613.0,4145613.0
4617,295,R,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.","['scifi', 'action', 'thriller', 'drama', 'european']",tm95252,tt1037705,6.8,314920.0,['US'],2010,118,,The Book of Eli,20504,30.476,6.8,MOVIE,80000000.0,157107755.0,77107755.0
4632,257,R,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","['action', 'history', 'war', 'drama', 'european']",tm95477,tt0332452,7.3,527447.0,"['MT', 'GB', 'US']",2004,163,,Troy,652,48.407,7.1,MOVIE,175000000.0,497409852.0,322409852.0
4652,519,PG-13,"A tale of two gangsters from the eras of past and present, whose lives enter parallel paths as they struggle to survive within Bombay's criminal underworld.","['thriller', 'crime', 'drama', 'romance', 'action']",tm96168,tt1395054,7.4,17642.0,['IN'],2010,132,,Once Upon a Time in Mumbaai,42966,4.465,6.6,MOVIE,19000000.0,8300000.0,-10700000.0
4656,553,G,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.","['war', 'action', 'drama', 'romance']",tm96595,tt0323013,7.8,23262.0,['IN'],2004,186,,Lakshya,21175,7.299,6.6,MOVIE,4500000.0,4600000.0,100000.0
4657,354,PG-13,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.","['comedy', 'romance', 'drama']",tm97070,tt1055292,6.5,131623.0,['US'],2010,114,,Life As We Know It,38408,40.534,6.9,MOVIE,38000000.0,105734416.0,67734416.0
4672,383,PG,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.","['animation', 'family', 'comedy', 'action', 'romance']",tm97544,tt1213012,5.1,14362.0,"['CA', 'US', 'IN']",2010,88,,Alpha and Omega,12819,13.523,5.9,MOVIE,20000000.0,50500000.0,30500000.0
4796,9,R,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?","['romance', 'action', 'drama']",tm98978,tt0080453,5.8,69844.0,['US'],1980,104,,The Blue Lagoon,5689,50.324,6.156,MOVIE,4500000.0,58853106.0,54353106.0
